white_FMB,ganser_FMB_04,white_JAS,ganser_JAS_04,ganser_JAS_07,ganser_JAS_sphere,stokes_JAS,ganser_LW_04
0.017665124,0.017107468,0.017542224635554077,0.012372932631116624,0.015319096264555916,0.01747513345007677,0.017616475412046122,0.0123738297952542
0.01788372,0.017312674,0.017760883866058445,0.012524196175503525,0.01550792796973483,0.017692532680156352,0.017837391379492033,0.012525103218354657
0.018103627,0.01751896,0.017980844489444942,0.012676294387835874,0.015697838341856816,0.017911221916347513,0.01805966161006517,0.012677211338419382
0.018324848,0.017726326,0.018202127427384557,0.012829240784952248,0.015888844834695767,0.018131222064140095,0.018283308124339172,0.012830167672780108
0.018547373,0.017934766,0.01842473179617669,0.012983033795997127,0.016080946069816287,0.01835253235290318,0.018508330922314027,0.012983970650087762
0.018771213000000002,0.018144282,0.01864865670430482,0.013137671844783169,0.01627364549034373,0.0185751520080364,0.018734730003989734,0.01313861869366105
0.018996363999999998,0.018354867,0.018873901252444487,0.013293153349851022,0.01646792608709702,0.018799080250981343,0.018962505369366302,0.0132941102215463
0.019222813000000002,0.018566517,0.019100464533471816,0.01344947672452909,0.016663297222592077,0.01902431629923295,0.019191657018443716,0.01345044364657726
0.019450577,0.018779231,0.01932834563247267,0.01360664037699331,0.016859757495474477,0.01925085936635106,0.019422184951221996,0.013607617376434917
0.019679645,0.018993007,0.01955754362675223,0.013764642710326777,0.01705730549873888,0.019478708661971846,0.01965408916770111,0.013765629813707167
0.019910024,0.019207845,0.019788057585845262,0.013923482122579472,0.01725593981976823,0.019707863391819447,0.0198873696678811,0.013924479355948574
